,cm_cd,IncomePA,cm_occup,E2Channel,IsKarvy,KRA YN,age,months_since_last_login,months_since_last_trade,dp_holding,total_logins_one_year,total_trades_one_year
16562,11706198,5_10L,P,CAT,0,N,37.0,8.334665513959523,132.0,0.0,22.0,0.0
16593,100RISHI,<=1L,O,CAT,0,N,24.0,132.0,132.0,0.0,0.0,0.0
16602,10964090,<=1L,S,CAT,0,Y,24.0,1.3694300881807595,1.6651240449355185,0.0,14.0,1.0
16603,10001OMK,1_5L,S,CAT,0,N,29.0,6.166243164424625,132.0,0.0,24.0,0.0
16620,11032528,5_10L,P,CAT,0,Y,43.0,8.170391093540212,132.0,0.0,12.0,0.0
16629,10999829,<=1L,S,CAT,0,Y,20.0,1.53370450860007,2.1579473061934498,0.0,13.0,1.0
16636,11488257,5_10L,P,CAT,0,Y,24.0,132.0,132.0,0.0,0.0,0.0
16659,11024586,<=1L,P,CAT,0,N,29.0,132.0,132.0,0.0,0.0,0.0
16680,12251828,5_10L,P,CAT,0,N,26.0,1.0737361314260008,8.860343659301316,0.0,72.0,23.0
16695,10358725,5_10L,P,CAT,0,Y,34.0,4.424934307979934,132.0,0.0,49.0,0.0
16719,10000CAL,1_5L,S,CAT,0,N,49.0,5.1477417578249005,132.0,0.0,17.0,0.0
16755,12348344,5_10L,P,CAT,0,N,40.0,132.0,132.0,0.0,0.0,0.0
16756,10482146,5_10L,P,CAT,0,N,27.0,132.0,132.0,0.0,0.0,0.0
16782,10615030,5_10L,P,CAT,0,N,20.0,3.0778840605415883,13.00005905386794,0.0,25.0,0.0
16791,10214949,5_10L,S,CAT,0,Y,24.0,2.552205915199795,132.0,0.0,27.0,0.0
16807,10433252,<=1L,O,CAT,0,N,22.0,15.03706186706739,132.0,0.0,0.0,0.0
16829,12340414,<=1L,O,CAT,0,N,24.0,132.0,132.0,0.0,0.0,0.0
16853,10317666,<=1L,S,CAT,0,N,24.0,4.424934307979934,4.424934307979934,0.0,4.0,1.0
16858,11814266,5_10L,P,CAT,0,Y,30.0,132.0,132.0,0.0,0.0,0.0
16869,10734170,<=1L,S,CAT,0,N,31.0,0.7123324065035178,1.0737361314260008,0.0,13.0,1.0
16870,10014183,<=1L,S,CAT,0,N,24.0,132.0,2.815044987870692,0.0,0.0,1.0
16875,10843998,5_10L,P,CAT,0,N,23.0,2.3550766106966226,132.0,0.0,4.0,0.0
16878,11112889,5_10L,P,CAT,0,N,20.0,132.0,132.0,0.0,0.0,0.0
16879,10468719,5_10L,P,CAT,0,Y,35.0,5.673419903166693,132.0,0.0,95.0,0.0
16888,10743511,<=1L,S,CAT,0,N,22.0,2.585060799283657,2.617915683367519,0.0,4.0,1.0
16892,12347002,<=1L,O,CAT,0,N,21.0,0.5809128701680695,1.2051556677614492,0.0,46.0,1.0
16903,10922410,5_10L,P,CAT,0,N,19.0,132.0,132.0,0.0,0.0,0.0
16909,11103544,5_10L,P,CAT,0,N,25.0,3.1107389446254503,4.162095235309037,0.0,135.0,2.0
16918,10891835,<=1L,S,CAT,0,N,41.0,132.0,3.242158480960899,0.0,0.0,1.0
16942,10ANANDA,1_5L,P,CAT,0,N,35.0,5.706274787250556,132.0,0.0,9.0,0.0
16943,100DEEKS,<=1L,O,CAT,0,N,21.0,3.9649659308058647,8.663214354798145,0.0,195.0,6.0
16949,11225588,<=1L,P,CAT,0,N,19.0,132.0,132.0,0.0,0.0,0.0
16964,10289166,<=1L,S,CAT,0,Y,29.0,2.2893668425288984,3.1107389446254503,31.0,9.0,1.0
17004,11157799,<=1L,P,CAT,0,N,24.0,132.0,132.0,0.0,0.0,0.0
17020,10003125,<=1L,S,CAT,0,N,28.0,132.0,1.1723007836775872,0.0,0.0,1.0
17025,10326862,<=1L,S,CAT,0,Y,28.0,2.979319408290002,3.242158480960899,0.0,4.0,1.0
17026,10982065,5_10L,P,CAT,0,N,38.0,132.0,132.0,0.0,0.0,0.0
17039,125MONEY,1_2L,others,CAT,0,N,41.0,2.223657074361174,5.574855250915108,0.0,330.0,16.0
17049,10354063,5_10L,P,CAT,0,Y,42.0,1.6322691608516564,1.467994740432346,0.0,8.0,1.0
17070,1001NITI,1_5L,S,CAT,0,N,32.0,6.954760382437315,132.0,0.0,20.0,0.0
17078,10805946,<=1L,P,CAT,0,N,26.0,132.0,132.0,0.0,0.0,0.0
17089,11185300,<=1L,S,CAT,0,N,22.0,5.180596641908762,132.0,0.0,8.0,0.0
17121,10827551,<=1L,S,CAT,0,Y,30.0,1.9608180016902768,3.143593828709313,0.0,5.0,1.0
17125,10135347,5_10L,P,CAT,0,Y,35.0,1.2708654359291731,1.467994740432346,0.0,2026.0,1512.0
17167,10670911,<=1L,S,CAT,0,Y,25.0,1.9608180016902768,2.617915683367519,0.0,28.0,1.0
17179,11773245,<=1L,P,CAT,0,N,33.0,132.0,132.0,0.0,0.0,0.0
17181,10510091,5_10L,S,CAT,0,N,20.0,4.884902685154003,132.0,0.0,3.0,0.0
17187,11253025,5_10L,P,CAT,0,Y,22.0,0.8437519428389662,3.702126858134968,0.0,167.0,4.0
17219,10998423,5_10L,P,CAT,0,N,36.0,132.0,1.2051556677614492,0.0,0.0,1.0
17246,10044785,5_10L,P,CAT,0,Y,33.0,1.467994740432346,4.457789192063796,0.0,311.0,40.0
17248,10985823,<=1L,P,CAT,0,N,30.0,4.1949501193929,132.0,0.0,50.0,0.0
17249,11591757,5_10L,P,CAT,0,Y,23.0,132.0,132.0,0.0,0.0,0.0
17265,12451300,1_5L,B,CAT,0,N,34.0,2.1579473061934498,132.0,0.0,60.0,0.0
17287,11141012,5_10L,P,CAT,0,N,30.0,132.0,132.0,0.0,0.0,0.0
17300,11220409,<=1L,S,CAT,0,N,23.0,0.9094617110066904,1.895108233522553,0.0,20.0,3.0
17301,10505868,<=1L,S,CAT,0,N,20.0,132.0,132.0,0.0,1.0,0.0
17320,10277205,5_10L,P,CAT,0,Y,22.0,2.486496147032071,2.880754756038416,0.0,9.0,1.0
17328,10381652,<=1L,S,CAT,0,Y,20.0,3.537852437715657,132.0,0.0,44.0,0.0
17331,10281045,5_10L,S,CAT,0,Y,19.0,1.3365752040968977,1.4351398563484838,0.0,10.0,3.0
17381,12120000,<=1L,P,CAT,0,N,25.0,132.0,132.0,0.0,0.0,0.0
17397,11166252,<=1L,P,CAT,0,N,45.0,132.0,2.880754756038416,31.0,0.0,1.0
17403,10305263,5_10L,P,CAT,0,Y,25.0,132.0,132.0,0.0,0.0,0.0
17408,10423934,<=1L,S,CAT,0,N,21.0,3.1107389446254503,2.880754756038416,0.0,6.0,7.0
17413,1234567S,<=1L,O,CAT,0,N,25.0,132.0,132.0,0.0,0.0,0.0
17461,11176700,5_10L,P,CAT,0,N,25.0,6.659066425682556,132.0,0.0,115.0,0.0
17471,11248976,5_10L,S,CAT,0,N,22.0,1.0080263632582769,2.190802190277312,0.0,15.0,1.0
17480,12663838,5_10L,P,CAT,0,N,30.0,132.0,132.0,0.0,0.0,0.0
17495,10101033,5_10L,P,CAT,0,N,19.0,132.0,132.0,0.0,0.0,0.0
17496,10275440,<=1L,P,CAT,0,N,24.0,132.0,132.0,0.0,0.0,0.0
17504,10993052,5_10L,P,CAT,0,N,27.0,11.225895313339388,132.0,0.0,1.0,0.0
17540,10525677,<=1L,S,CAT,0,N,61.0,2.4207863788643467,2.4207863788643467,0.0,27.0,7.0
17552,10331953,5_10L,S,CAT,1,N,29.0,1.0080263632582769,132.0,0.0,77.0,0.0
17602,10989226,5_10L,P,CAT,0,Y,42.0,132.0,132.0,0.0,0.0,0.0
17605,10121994,<=1L,O,CAT,0,N,26.0,7.874697136785453,132.0,0.0,2.0,0.0
17609,10818400,5_10L,S,CAT,0,N,35.0,1.6322691608516564,1.7636886971871049,0.0,6.0,2.0
17619,10449492,<=1L,S,CAT,0,Y,38.0,0.9094617110066904,2.617915683367519,0.0,26.0,1.0
17662,10013833,5_10L,P,CAT,0,N,45.0,5.049177105573314,5.44343571457966,0.0,15.0,2.0
17670,11958970,1_5L,S,CAT,0,N,32.0,7.086179918772763,132.0,0.0,13.0,0.0
17675,11272439,5_10L,P,CAT,0,Y,22.0,7.020470150605039,132.0,0.0,1.0,0.0
17724,10786459,<=1L,S,CAT,0,Y,22.0,132.0,1.7308338131032426,0.0,0.0,1.0
17730,11274966,5_10L,P,CAT,0,N,22.0,132.0,132.0,0.0,0.0,0.0
17751,11039370,5_10L,P,CAT,0,N,23.0,132.0,1.895108233522553,0.0,0.0,1.0
17794,10922410,5_10L,P,CAT,0,N,19.0,132.0,132.0,0.0,0.0,0.0
17804,11104885,5_10L,P,CAT,0,N,27.0,2.2893668425288984,11.817283226848906,0.0,328.0,1.0
17850,10615370,<=1L,P,CAT,0,N,36.0,1.1065910155098628,1.2051556677614492,0.0,34.0,1.0
17860,10441962,<=1L,S,CAT,0,N,27.0,1.3037203200130354,0.9423165950905524,0.0,70.0,1.0
17874,12343128,5_10L,P,CAT,0,Y,32.0,132.0,1.895108233522553,0.0,0.0,1.0
17885,10933754,5_10L,S,CAT,0,N,20.0,132.0,1.0080263632582769,0.0,0.0,1.0
17904,10343343,5_10L,P,CAT,0,N,28.0,0.6794775224196558,1.0408812473421387,0.0,1.0,1.0
17908,10748996,5_10L,P,CAT,0,Y,20.0,1.3037203200130354,4.720628264734693,0.0,90.0,1.0
17912,11135809,5_10L,P,CAT,0,Y,27.0,132.0,132.0,0.0,0.0,0.0
17913,10383320,5_10L,P,CAT,0,Y,22.0,132.0,132.0,0.0,0.0,0.0
17926,10211059,5_10L,S,CAT,0,N,21.0,132.0,0.9423165950905524,0.0,0.0,1.0
17929,11150064,<=1L,S,CAT,0,Y,20.0,1.99367288577414,2.4207863788643467,0.0,1.0,1.0
17938,10288430,5_10L,S,Franchisee,1,N,48.0,0.6794775224196558,1.2051556677614492,0.0,139.0,1.0
17943,11156132,5_10L,P,CAT,0,Y,38.0,6.954760382437315,132.0,0.0,1.0,0.0
17970,10879089,<=1L,S,CAT,0,N,21.0,2.486496147032071,2.3879314947804846,0.0,7.0,1.0
17971,10ANANDA,1_5L,P,CAT,0,N,35.0,5.706274787250556,132.0,0.0,9.0,0.0
17972,10069742,5_10L,P,CAT,0,Y,25.0,5.476290598663521,9.451731572810834,0.0,229.0,13.0
17985,10163938,1_5L,S,CAT,0,N,23.0,132.0,2.0922375380257257,0.0,0.0,1.0
18000,10812346,<=1L,S,CAT,0,N,24.0,0.6466226383357937,0.7451872905873799,0.0,10.0,2.0
18022,10646625,<=1L,S,CAT,0,Y,20.0,0.7123324065035178,1.7308338131032426,0.0,27.0,1.0
18023,11173897,<=1L,S,CAT,0,N,29.0,1.7308338131032426,1.6322691608516564,0.0,53.0,1.0
18074,11115560,5_10L,P,CAT,0,N,23.0,5.936258975837591,132.0,0.0,5.0,0.0
18092,11021997,1_5L,S,CAT,0,N,24.0,1.139445899593725,5.903404091753728,180.0,149.0,5.0
18100,11324929,5_10L,P,CAT,0,N,28.0,132.0,132.0,0.0,0.0,0.0
18101,10310817,<=1L,S,CAT,0,N,37.0,3.373578017296347,132.0,0.0,25.0,0.0
18105,10911059,5_10L,P,CAT,0,Y,21.0,9.84599018181718,132.0,0.0,1.0,0.0
18116,10351343,<=1L,S,CAT,0,N,32.0,132.0,0.5480579860842074,0.0,0.0,1.0
18138,123SHOEB,<=1L,ST,CAT,0,N,23.0,3.702126858134968,132.0,0.0,4.0,0.0
18151,10891334,5_10L,S,others,1,N,67.0,2.683625451535243,2.880754756038416,31.0,84.0,1.0
18202,10493251,5_10L,P,CAT,0,Y,18.0,132.0,132.0,0.0,0.0,0.0
18209,10993053,1_5L,B,CAT,0,Y,34.0,0.9094617110066904,13.722866503712906,0.0,448.0,0.0
18211,12467889,<=1L,P,CAT,0,N,41.0,132.0,132.0,0.0,0.0,0.0
18224,10131829,5_10L,P,CAT,0,Y,23.0,6.231952932592349,132.0,0.0,1.0,0.0
18230,11212731,5_10L,P,CAT,0,Y,49.0,132.0,1.2051556677614492,0.0,0.0,1.0
18237,12347592,<=1L,P,CAT,0,N,33.0,132.0,132.0,0.0,0.0,0.0
18240,10627166,5_10L,S,CAT,0,Y,23.0,3.932111046722002,132.0,0.0,3.0,0.0
18242,10511284,<=1L,O,CAT,0,N,19.0,15.03706186706739,132.0,0.0,0.0,0.0
18243,10951306,5_10L,S,CAT,0,Y,19.0,2.125092422109588,132.0,0.0,1.0,0.0
18252,10101000,5_10L,P,CAT,0,N,26.0,132.0,132.0,0.0,0.0,0.0
18282,10920916,<=1L,S,CAT,0,N,32.0,0.6466226383357937,1.862253349438691,0.0,117.0,1.0
18284,10018491,<=1L,P,CAT,0,N,37.0,7.316164107359798,1.9608180016902768,0.0,7.0,1.0
18292,10042878,<=1L,S,CAT,0,Y,21.0,2.683625451535243,2.617915683367519,0.0,2.0,1.0
18296,10050030,<=1L,S,CAT,0,N,20.0,3.012174292373864,132.0,0.0,17.0,0.0
18345,11016513,5_10L,S,CAT,0,Y,30.0,1.0408812473421387,1.4351398563484838,0.0,81.0,5.0
18346,10267539,<=1L,S,CAT,0,Y,21.0,3.340723133212485,1.9279631176064151,0.0,9.0,1.0
18349,1001SAGA,<=1L,S,CAT,0,N,25.0,1.467994740432346,5.574855250915108,0.0,89.0,8.0
18375,11165683,<=1L,S,CAT,0,Y,21.0,2.94646452420614,3.1107389446254503,0.0,12.0,1.0
18378,11126486,<=1L,S,CAT,0,N,18.0,132.0,1.0737361314260008,0.0,0.0,1.0
18385,10463210,<=1L,S,CAT,0,N,22.0,0.8437519428389662,3.932111046722002,0.0,23.0,2.0
18401,10847118,5_10L,P,CAT,0,Y,27.0,132.0,132.0,0.0,0.0,0.0
18423,11281793,5_10L,P,CAT,0,Y,27.0,2.585060799283657,1.7636886971871049,0.0,91.0,1.0
18424,10332219,<=1L,S,CAT,0,N,21.0,1.9279631176064151,1.9279631176064151,0.0,9.0,3.0
18435,12265968,<=1L,P,CAT,0,N,29.0,132.0,132.0,0.0,0.0,0.0
18437,10652558,5_10L,P,CAT,0,N,19.0,5.31201617824421,7.020470150605039,0.0,102.0,1.0
18446,12601925,5_10L,P,CAT,0,Y,22.0,1.467994740432346,2.125092422109588,0.0,37.0,1.0
18486,1087NICM,<=1L,others,CAT,0,N,69.0,4.8520478010701416,1.53370450860007,5286.0,15.0,1.0
18510,11154026,5_10L,P,CAT,0,N,23.0,8.10468132537249,132.0,0.0,39.0,0.0
18521,10410600,5_10L,S,CAT,0,N,22.0,132.0,0.9423165950905524,0.0,0.0,1.0
18541,11998222,<=1L,ST,CAT,0,N,24.0,5.574855250915108,6.231952932592349,0.0,58.0,1.0
18581,12346808,<=1L,P,CAT,0,N,41.0,132.0,132.0,0.0,0.0,0.0
18624,10036746,5_10L,P,CAT,0,Y,35.0,1.0080263632582769,1.6322691608516564,0.0,139.0,1.0
18636,11035167,<=1L,P,others,0,N,19.0,1.0737361314260008,132.0,0.0,3.0,0.0
18665,10942699,1_5L,S,CAT,0,N,34.0,4.4906440761476585,5.903404091753728,0.0,415.0,19.0
18684,11323435,<=1L,P,CAT,0,N,24.0,132.0,132.0,0.0,0.0,0.0
18707,11902690,5_10L,P,CAT,0,Y,23.0,132.0,1.0408812473421387,0.0,0.0,1.0
18716,10156071,5_10L,P,CAT,0,N,28.0,132.0,132.0,0.0,0.0,0.0
18725,10087987,<=1L,S,CAT,0,Y,30.0,1.0737361314260008,1.0737361314260008,0.0,2.0,1.0
18727,10211956,5_10L,P,CAT,0,Y,21.0,2.7821901037868297,4.654918496566969,0.0,29.0,2.0
18729,10083090,<=1L,S,CAT,0,Y,40.0,1.9608180016902768,132.0,0.0,83.0,0.0
18757,10177167,5_10L,P,CAT,0,N,20.0,132.0,132.0,0.0,0.0,0.0
18759,11251421,<=1L,S,CAT,0,Y,19.0,2.519351031115933,2.847899871954554,0.0,29.0,3.0
18796,10535532,<=1L,S,CAT,0,Y,20.0,1.0080263632582769,1.2051556677614492,0.0,15.0,1.0
18799,11322819,5_10L,P,CAT,0,Y,33.0,132.0,132.0,0.0,0.0,0.0
18803,11495865,1_5L,S,CAT,0,N,30.0,0.7123324065035178,6.724776193850281,0.0,357.0,5.0
18826,10712239,5_10L,S,CAT,0,N,27.0,0.9094617110066904,1.2708654359291731,0.0,7.0,1.0
18865,10452273,<=1L,P,CAT,0,N,23.0,132.0,132.0,0.0,0.0,0.0
18886,10780448,<=1L,S,CAT,0,N,28.0,1.5665593926839323,1.862253349438691,0.0,9.0,1.0
18887,10052JMD,<=1L,P,Franchisee,0,N,47.0,0.9094617110066904,3.373578017296347,0.0,171.0,1.0
18898,10789517,5_10L,P,CAT,0,Y,30.0,132.0,132.0,0.0,0.0,0.0
18908,11458545,5_10L,P,CAT,0,Y,35.0,7.710422716366144,132.0,0.0,1.0,0.0
18917,10PRANIL,<=1L,O,CAT,0,N,22.0,132.0,1.895108233522553,31.0,20.0,1.0
18939,12529158,5_10L,P,CAT,0,Y,48.0,0.9094617110066904,5.804839439502142,0.0,162.0,23.0
18942,10379323,<=1L,S,CAT,0,Y,19.0,0.5480579860842074,0.5480579860842074,0.0,28.0,2.0
18945,11126582,5_10L,P,CAT,0,Y,39.0,44.507892890291686,132.0,0.0,0.0,0.0
18946,123VRAJK,5_10L,others,CAT,0,N,40.0,2.585060799283657,2.617915683367519,0.0,193.0,3.0
18958,12349985,1_5L,S,CAT,0,N,31.0,1.9279631176064151,2.3550766106966226,0.0,202.0,18.0
18986,12594048,5_10L,P,CAT,0,N,34.0,3.767836626302692,6.724776193850281,0.0,30.0,12.0
18998,10509408,<=1L,S,CAT,0,Y,21.0,0.9094617110066904,2.125092422109588,0.0,17.0,1.0
19063,10653093,<=1L,S,CAT,0,Y,18.0,132.0,1.0737361314260008,0.0,0.0,1.0
19127,10663510,<=1L,S,CAT,0,N,19.0,3.537852437715657,132.0,0.0,7.0,0.0
19141,10007062,<=1L,O,CAT,0,N,21.0,8.10468132537249,16.18698281000256,170.0,9.0,0.0
19147,11180106,<=1L,S,CAT,0,N,26.0,2.880754756038416,2.880754756038416,0.0,214.0,6.0
19150,10601987,5_10L,P,CAT,0,N,34.0,132.0,132.0,0.0,0.0,0.0
19162,10615243,<=1L,P,CAT,0,N,22.0,10.765926936165318,132.0,0.0,18.0,0.0
19178,10023826,5_10L,P,CAT,0,N,26.0,0.6794775224196558,1.895108233522553,0.0,22.0,1.0
19188,12346774,<=1L,P,CAT,0,N,39.0,132.0,1.0408812473421387,0.0,0.0,1.0
19193,100AVINA,1_5L,S,CAT,0,N,33.0,2.1579473061934498,132.0,0.0,37.0,0.0
19195,10707031,5_10L,S,CAT,0,N,20.0,1.1723007836775872,132.0,0.0,11.0,0.0
19204,12358696,5_10L,P,CAT,0,N,25.0,132.0,132.0,0.0,0.0,0.0
19224,11189972,5_10L,P,CAT,0,Y,35.0,8.071826441288627,132.0,0.0,11.0,0.0
19232,10877091,5_10L,P,CAT,0,N,19.0,132.0,132.0,0.0,0.0,0.0
19245,10615217,5_10L,P,CAT,0,Y,23.0,4.654918496566969,132.0,0.0,6.0,0.0
19295,10827359,5_10L,P,CAT,0,N,24.0,2.913609640122278,132.0,0.0,13.0,0.0
19300,12517809,5_10L,P,CAT,0,Y,22.0,4.4906440761476585,132.0,0.0,1.0,0.0
19359,10001JAM,1_5L,S,CAT,0,N,35.0,3.4721426695479334,4.392079423896072,0.0,1414.0,64.0
19366,11173897,<=1L,S,CAT,0,N,29.0,1.7308338131032426,1.6322691608516564,0.0,53.0,1.0
19373,10203981,<=1L,S,CAT,0,Y,34.0,2.815044987870692,2.815044987870692,0.0,41.0,1.0
19390,10079976,<=1L,P,CAT,0,N,27.0,132.0,132.0,0.0,0.0,0.0
19395,10001866,<=1L,S,CAT,0,N,21.0,132.0,132.0,0.0,1.0,0.0
19434,10774547,<=1L,S,CAT,0,Y,28.0,3.669271974051106,3.603562205883382,0.0,9.0,1.0
19443,11208051,<=1L,S,CAT,0,Y,21.0,1.0408812473421387,1.1723007836775872,0.0,30.0,10.0
19459,10745807,5_10L,P,CAT,0,N,19.0,5.903404091753728,132.0,0.0,4.0,0.0
19478,10477499,<=1L,O,CAT,0,N,27.0,132.0,132.0,0.0,0.0,0.0
19486,12472676,<=1L,P,CAT,0,N,33.0,8.30181062987566,132.0,0.0,2.0,0.0
19490,11769099,1_5L,S,CAT,0,N,23.0,3.1107389446254503,132.0,0.0,20.0,0.0
19492,11215717,<=1L,S,CAT,0,N,34.0,1.6651240449355185,1.467994740432346,0.0,10.0,1.0
19496,10717369,5_10L,P,CAT,0,N,22.0,6.429082237095522,132.0,31.0,2.0,0.0
19497,10261632,<=1L,S,CAT,0,N,35.0,0.9094617110066904,1.3037203200130354,0.0,14.0,1.0
19530,100MADHU,1_5L,S,CAT,0,N,32.0,1.895108233522553,132.0,0.0,69.0,0.0
19545,1234KAM2,5_10L,P,CAT,0,N,43.0,132.0,132.0,0.0,0.0,0.0
19549,10615316,5_10L,P,CAT,0,N,32.0,132.0,132.0,0.0,0.0,0.0
19552,10778793,5_10L,P,CAT,0,N,31.0,5.673419903166693,5.903404091753728,0.0,49.0,2.0
19563,10615164,5_10L,P,CAT,0,Y,26.0,132.0,132.0,0.0,0.0,0.0
19564,10408600,<=1L,P,CAT,0,N,35.0,132.0,132.0,0.0,0.0,0.0
19566,11174138,<=1L,S,CAT,0,N,24.0,4.293514771644486,132.0,0.0,5.0,0.0
19655,10191462,<=1L,S,CAT,0,N,21.0,2.1579473061934498,2.125092422109588,0.0,1.0,1.0
19665,10993974,<=1L,S,CAT,0,N,28.0,1.467994740432346,2.0922375380257257,0.0,622.0,20.0
19670,10100012,<=1L,P,CAT,0,N,20.0,132.0,132.0,0.0,0.0,0.0
19677,10000502,<=1L,O,CAT,0,N,51.0,132.0,1.2708654359291731,31.0,0.0,1.0
19680,10966560,<=1L,P,CAT,0,N,44.0,132.0,132.0,0.0,0.0,0.0
19701,10861318,5_10L,P,CAT,0,Y,30.0,132.0,132.0,0.0,0.0,0.0
19704,12605645,5_10L,P,CAT,0,N,29.0,0.9094617110066904,1.2380105518453113,0.0,254.0,68.0
19708,10615104,<=1L,P,CAT,0,N,23.0,132.0,132.0,0.0,0.0,0.0
19722,11792790,5_10L,P,Premia,0,Y,31.0,2.4207863788643467,4.392079423896072,0.0,1145.0,333.0
19758,11144276,5_10L,P,CAT,0,Y,25.0,132.0,132.0,0.0,0.0,0.0
19775,10023220,5_10L,P,CAT,0,Y,19.0,5.049177105573314,0.5809128701680695,0.0,12.0,1.0
19776,1000025K,1_5L,S,CAT,0,Y,30.0,1.4022849722646218,132.0,0.0,15.0,0.0
19788,10421214,<=1L,S,CAT,0,Y,19.0,132.0,0.8437519428389662,0.0,0.0,1.0
19804,10002785,<=1L,S,CAT,0,N,24.0,4.819192916986279,132.0,0.0,3.0,0.0
19814,12343168,<=1L,P,CAT,0,N,25.0,132.0,132.0,0.0,0.0,0.0
19835,10316495,5_10L,others,CAT,0,N,31.0,1.1723007836775872,3.997820814889727,0.0,209.0,1.0
19856,10615022,<=1L,S,CAT,0,N,34.0,0.7123324065035178,3.242158480960899,0.0,646.0,15.0
19860,10682577,5_10L,P,CAT,0,Y,19.0,2.059382653941864,4.654918496566969,0.0,33.0,3.0
19867,11862586,1_5L,S,CAT,0,N,26.0,1.2708654359291731,1.2708654359291731,0.0,324.0,27.0
19893,11173285,5_10L,P,CAT,0,N,21.0,6.264807816676211,1.895108233522553,0.0,11.0,1.0
19898,10270733,<=1L,P,CAT,0,N,44.0,132.0,132.0,0.0,0.0,0.0
19913,12340055,<=1L,P,CAT,0,N,19.0,132.0,132.0,0.0,0.0,0.0
19919,10615078,5_10L,P,CAT,0,N,29.0,132.0,132.0,0.0,0.0,0.0
19934,11905720,1_5L,S,CAT,0,N,36.0,132.0,3.373578017296347,0.0,0.0,1.0
19938,10403692,5_10L,P,CAT,0,N,21.0,132.0,132.0,0.0,0.0,0.0
19942,10615102,<=1L,P,CAT,0,N,31.0,132.0,132.0,0.0,0.0,0.0
19953,12187125,<=1L,P,CAT,0,N,29.0,132.0,132.0,0.0,0.0,0.0
19968,10472064,<=1L,S,CAT,0,N,22.0,0.7123324065035178,0.8108970587551041,0.0,9.0,1.0
20022,11009810,<=1L,S,CAT,0,Y,19.0,1.4022849722646218,132.0,0.0,4.0,0.0
20048,10901497,5_10L,P,CAT,0,N,36.0,2.815044987870692,132.0,0.0,2.0,0.0
20050,10031642,<=1L,S,CAT,0,Y,35.0,0.7451872905873799,1.6322691608516564,0.0,12.0,1.0
20085,10155754,<=1L,P,Franchisee,0,N,22.0,1.0737361314260008,1.2051556677614492,0.0,7.0,2.0
20095,10789846,<=1L,S,CAT,0,Y,19.0,4.424934307979934,3.997820814889727,0.0,9.0,1.0
20097,10680277,5_10L,S,CAT,0,N,19.0,3.997820814889727,132.0,0.0,17.0,0.0
20106,11596662,<=1L,P,CAT,0,N,26.0,132.0,132.0,0.0,0.0,0.0
20126,10279868,<=1L,S,CAT,0,N,54.0,4.687773380650831,132.0,0.0,76.0,0.0
20151,1001RUPA,1_5L,S,CAT,0,N,35.0,4.622063612483107,2.0922375380257257,0.0,34.0,1.0
20165,10996013,5_10L,P,CAT,0,Y,22.0,7.250454339192074,132.0,0.0,28.0,0.0
20199,10140866,5_10L,P,CAT,0,N,19.0,132.0,132.0,0.0,0.0,0.0
20206,10660743,5_10L,P,CAT,0,Y,21.0,5.114886873741038,3.603562205883382,0.0,29.0,2.0
20215,10649484,5_10L,P,CAT,0,N,31.0,132.0,132.0,0.0,0.0,0.0
20231,11892833,1_5L,S,CAT,0,N,38.0,7.51329341186297,132.0,0.0,61.0,0.0
20255,10052JMD,<=1L,P,Franchisee,0,N,47.0,0.9094617110066904,3.373578017296347,0.0,171.0,1.0
20261,12345302,5_10L,P,CAT,0,N,22.0,0.9094617110066904,132.0,0.0,16.0,0.0
20267,10778529,5_10L,P,CAT,0,Y,32.0,7.743277600450005,132.0,0.0,3.0,0.0
20274,11132937,<=1L,S,CAT,0,N,33.0,1.1065910155098628,1.2380105518453113,0.0,12.0,1.0
20282,10927442,5_10L,P,CAT,0,Y,40.0,132.0,132.0,0.0,0.0,0.0
20289,11135146,5_10L,P,CAT,0,N,21.0,13.952850692299942,132.0,0.0,0.0,0.0
20304,10028020,5_10L,P,CAT,0,Y,37.0,8.827488775217455,2.880754756038416,0.0,25.0,1.0
20318,10772833,5_10L,P,CAT,0,N,20.0,0.8108970587551041,0.8437519428389662,0.0,11.0,3.0
20323,10733270,<=1L,others,CAT,0,N,21.0,1.7636886971871049,1.7636886971871049,0.0,23.0,1.0
20327,11172183,<=1L,ST,CAT,0,N,22.0,4.4906440761476585,132.0,0.0,5.0,0.0
20336,10007082,<=1L,S,CAT,0,N,28.0,3.9649659308058647,132.0,0.0,7.0,0.0
20354,12340011,<=1L,P,CAT,0,N,30.0,132.0,132.0,0.0,0.0,0.0
20366,11135146,5_10L,P,CAT,0,N,21.0,13.952850692299942,132.0,0.0,0.0,0.0
20371,10615219,5_10L,P,CAT,0,N,25.0,132.0,11.75157345868118,0.0,6.0,1.0
20396,10035337,5_10L,P,CAT,0,N,23.0,132.0,132.0,0.0,0.0,0.0
20407,10870467,5_10L,P,CAT,0,Y,21.0,132.0,1.0408812473421387,0.0,0.0,1.0
20414,11076992,<=1L,P,others,0,N,23.0,4.98346733740559,6.363372468927798,0.0,607.0,18.0
20436,10SAYALI,<=1L,P,Franchisee,0,N,28.0,1.53370450860007,1.6322691608516564,0.0,50.0,5.0
20441,10929637,5_10L,P,CAT,0,N,20.0,132.0,1.2051556677614492,0.0,0.0,1.0
20467,10615265,5_10L,P,CAT,0,Y,29.0,132.0,132.0,0.0,0.0,0.0
